iter	RMSE
1665	83061.81326
1666	83054.1757
1667	83044.79026
1668	83036.59189
1669	83030.32845
1670	83027.89854
1671	83021.48265
1672	83013.14469
1673	83007.45543
1674	82998.49624
1675	82993.6026
1676	82984.92455
1677	82981.35724
1678	82976.12586
1679	82967.3858
1680	82959.64186
1681	82944.81981
1682	82941.5326
1683	82937.96937
1684	82934.95092
1685	82932.08471
1686	82924.09778
1687	82918.11366
1688	82916.17119
1689	82912.63169
1690	82910.6103
1691	82907.54049
1692	82902.17153
1693	82892.17075
1694	82873.83861
1695	82866.74348
1696	82861.21584
1697	82857.93462
1698	82855.06979
1699	82850.78782
1700	82847.05336
1701	82838.10394
1702	82836.42719
1703	82823.89709
1704	82818.05277
1705	82809.34884
1706	82804.26434
1707	82793.93556
1708	82789.51566
1709	82783.83691
1710	82778.21444
1711	82774.58055
1712	82764.13585
1713	82759.18399
1714	82750.88233
1715	82746.61251
1716	82744.5052
1717	82741.38211
1718	82732.62563
1719	82729.46421
1720	82723.42576
1721	82717.11502
1722	82708.30286
1723	82701.9027
1724	82696.14133
1725	82690.89741
1726	82685.16857
1727	82678.94028
1728	82673.54159
1729	82666.84164
1730	82664.61859
1731	82662.402
1732	82656.38931
1733	82650.74409
1734	82646.79187
1735	82643.55003
1736	82636.32368
1737	82628.80579
1738	82627.27892
1739	82623.23605
1740	82616.99266
1741	82610.44644
1742	82606.84124
1743	82605.09295
1744	82593.969
1745	82586.87044
1746	82582.53913
1747	82575.97466
1748	82574.33267
1749	82569.79693
1750	82561.53872
1751	82554.60702
1752	82554.1771
1753	82547.6898
1754	82542.51386
1755	82538.19761
1756	82530.48966
1757	82528.41848
1758	82524.72153
1759	82524.54569
1760	82518.02382
1761	82511.22962
1762	82506.28631
1763	82497.66614
1764	82494.75775
1765	82489.22054
1766	82484.74818
1767	82475.47198
1768	82473.53533
1769	82468.60499
1770	82466.85481
1771	82462.45893
1772	82458.98215
1773	82446.99094
1774	82443.09038
1775	82436.64208
1776	82431.10867
1777	82428.03458
1778	82420.41605
1779	82420.18403
1780	82410.85503
1781	82402.64863
1782	82396.79839
1783	82392.63347
1784	82392.47807
1785	82385.51365
1786	82381.89748
1787	82376.52083
1788	82375.21805
1789	82367.59404
1790	82359.87995
1791	82358.29019
1792	82357.24771
1793	82353.36744
1794	82348.61092
1795	82345.99615
1796	82342.61486
1797	82339.4058
1798	82331.21345
1799	82324.08778
1800	82320.63901
1801	82318.26507
1802	82317.18066
1803	82309.9394
1804	82301.59166
1805	82294.19661
1806	82288.14252
1807	82284.79213
1808	82282.82946
1809	82275.11255
1810	82270.15696
1811	82266.34346
1812	82256.94807
1813	82251.83904
1814	82251.6908
1815	82245.81615
1816	82242.51755
1817	82236.85514
1818	82235.87473
1819	82229.57085
1820	82222.54884
1821	82221.66604
1822	82217.35045
1823	82215.75265
1824	82210.45666
1825	82200.06954
1826	82190.03644
1827	82181.89477
1828	82171.90901
1829	82163.99669
1830	82157.98454
1831	82151.22803
1832	82149.25433
1833	82144.03964
1834	82136.85755
1835	82131.73463
1836	82125.98275
1837	82121.052
1838	82117.22052
1839	82109.13967
1840	82104.59191
1841	82100.4546
1842	82093.34393
1843	82088.58004
1844	82086.86656
1845	82086.74802
1846	82079.21555
1847	82077.41268
1848	82073.50763
1849	82070.16959
1850	82067.31779
1851	82060.97832
1852	82057.85193
1853	82044.21714
1854	82037.83485
1855	82033.63129
1856	82027.85475
1857	82022.3314
1858	82018.59569
1859	82011.04032
1860	82006.20505
1861	82001.17015
1862	81995.06365
1863	81991.80906
1864	81986.74979
1865	81979.23309
1866	81976.74166
1867	81972.55865
1868	81966.78895
1869	81959.57425
1870	81955.8792
1871	81952.48562
1872	81949.04061
1873	81947.60515
1874	81943.74059
1875	81939.91204
1876	81933.62363
1877	81929.97033
1878	81923.63927
1879	81916.07045
1880	81908.90174
1881	81904.70018
1882	81901.8346
1883	81896.16075
1884	81891.62655
1885	81884.0168
1886	81878.16021
1887	81876.59098
1888	81861.55572
1889	81856.83676
1890	81846.21918
1891	81840.21836
1892	81832.58363
1893	81829.22859
1894	81825.26736
1895	81820.29637
1896	81814.57837
1897	81809.7775
1898	81804.92965
1899	81797.07905
1900	81793.45433
1901	81789.66241
1902	81783.62408
1903	81781.96406
1904	81777.28227
1905	81772.81008
1906	81769.64946
1907	81767.92962
1908	81762.99613
1909	81756.90049
1910	81749.47179
1911	81744.48813
1912	81739.39437
1913	81734.20754
1914	81726.71327
1915	81716.20081
1916	81713.39837
1917	81707.58408
1918	81702.50649
1919	81693.87708
1920	81685.61423
1921	81680.04433
1922	81678.163
1923	81669.68123
1924	81662.25726
1925	81657.23422
1926	81653.49545
1927	81650.0321
1928	81642.67017
1929	81637.87268
1930	81631.44267
1931	81625.95446
1932	81618.0056
1933	81614.5366
1934	81607.52427
1935	81603.08117
1936	81599.05069
1937	81594.12253
1938	81590.63857
1939	81585.47311
1940	81580.18227
1941	81572.59513
1942	81566.84206
1943	81561.19832
1944	81556.16403
1945	81554.80758
1946	81549.4378
1947	81545.50108
1948	81539.12111
1949	81531.6289
1950	81529.82479
1951	81523.91186
1952	81515.50575
1953	81503.90124
1954	81499.41089
1955	81495.14724
1956	81489.2927
1957	81483.06515
1958	81479.38867
1959	81474.68825
1960	81469.80499
1961	81466.29167
1962	81462.62439
1963	81456.59149
1964	81451.32446
1965	81450.16641
1966	81449.10424
1967	81443.11828
1968	81442.14771
1969	81433.84962
1970	81431.60807
1971	81429.80276
1972	81423.76534
1973	81419.50516
1974	81413.56276
1975	81411.16015
1976	81404.50594
1977	81398.96432
1978	81396.39373
1979	81384.64055
1980	81381.27434
1981	81379.57195
1982	81378.20248
1983	81368.4644
1984	81366.52458
1985	81364.86927
1986	81350.0474
1987	81346.88468
1988	81340.29832
1989	81333.8649
1990	81327.62505
1991	81324.35187
1992	81320.15663
1993	81320.01356
1994	81317.16104
1995	81310.82984
1996	81303.88849
1997	81302.11055
1998	81292.64624
1999	81288.79641
